timestamp,dvv,dvv_std
21/09/2022 21:00:00,0.04647003971584703,0.03364453999551241
21/09/2022 22:00:00,0.026851470653119106,0.03602913532223324
21/09/2022 23:00:00,0.02202868225601978,0.03198326891642907
22/09/2022 00:00:00,0.019641155673215338,0.03102987194962964
22/09/2022 01:00:00,0.00626603209935273,0.031192919483695687
22/09/2022 02:00:00,-0.0018766372880902051,0.027445395641022614
22/09/2022 03:00:00,-0.006425142053813026,0.027527637008003092
22/09/2022 04:00:00,-0.010101285293673904,0.030304251106242595
22/09/2022 05:00:00,-0.03105517954570771,0.028286120662565806
22/09/2022 06:00:00,-0.04074895998458563,0.0289447046706123
22/09/2022 07:00:00,-0.047815533329404775,0.02969741701274941
22/09/2022 08:00:00,-0.04348903566758998,0.02602583513893848
22/09/2022 09:00:00,-0.06101429719818203,0.025404393698045365
22/09/2022 10:00:00,-0.04302154604425835,0.023814183671137558
22/09/2022 11:00:00,-0.03656717757843164,0.024327461668965975
22/09/2022 12:00:00,-0.02525694931371264,0.022130089818082288
22/09/2022 13:00:00,0.011885530937178692,0.019053789509430732
22/09/2022 14:00:00,0.04676274068279047,0.014868178403006213
22/09/2022 15:00:00,0.06290250641257557,0.016467706468889693
22/09/2022 16:00:00,0.06450425381628379,0.01732835212494603
22/09/2022 17:00:00,0.065038159169397,0.016050260847113113
22/09/2022 18:00:00,0.06283641168779078,0.016371643329098334
22/09/2022 19:00:00,0.061642586858935734,0.014592268463687488
22/09/2022 21:00:01,0.06359194779882436,0.013970322990968688
22/09/2022 22:00:01,0.07525936852111617,0.014819013530759564
22/09/2022 23:00:01,0.08115005026923303,0.017045346772866853
23/09/2022 00:00:01,0.08352692840051415,0.014690522605821923
23/09/2022 01:00:01,0.09439916836555072,0.013752948053025885
23/09/2022 02:00:01,0.10017002637595876,0.014723291252965634
23/09/2022 03:00:01,0.09128024761912826,0.01070822507609569
23/09/2022 04:00:01,0.07209431540668008,0.0118448903946743
23/09/2022 05:00:01,0.07538561433514664,0.010143148611816807
23/09/2022 06:00:01,0.07126377285760842,0.009900760224519307
23/09/2022 07:00:01,0.06144157107000996,0.00871762834304589
23/09/2022 08:00:01,0.062383757370539604,0.012733608162969406
23/09/2022 09:00:01,0.059644373333177465,0.01323824460759741
23/09/2022 10:00:01,0.08257188365882806,0.017679094999254706
23/09/2022 11:00:01,0.07951291657597534,0.016644462970809955
23/09/2022 12:00:01,0.07681299245309314,0.015151568300333287
23/09/2022 13:00:01,0.08089726831004886,0.015340993082154801
23/09/2022 14:00:01,0.08042323712176651,0.015859633663043122
23/09/2022 15:00:01,0.07857546940419671,0.01817234899927995
23/09/2022 16:00:01,0.07996208845116667,0.019658236403322177
23/09/2022 17:00:01,0.08595279186467664,0.019661361320675752
23/09/2022 18:00:01,0.09064736740217463,0.02032260782661647
23/09/2022 19:00:01,0.09187642129607063,0.02110246092051689
23/09/2022 21:00:02,0.10997663035564624,0.02033784282082051
23/09/2022 22:00:02,0.11527400426340557,0.019552485986914406
23/09/2022 23:00:02,0.10748392330757905,0.02005534910266805
24/09/2022 00:00:02,0.10549925526183303,0.018024335188351795
24/09/2022 01:00:02,0.09143195361463247,0.019038759329254865
24/09/2022 02:00:02,0.07730880065133056,0.018726214681527742
24/09/2022 03:00:02,0.06367589675788624,0.016644520827169763
24/09/2022 04:00:02,0.08289740594633777,0.014906594473147518
24/09/2022 05:00:02,0.0898161455200347,0.013590154584454067
24/09/2022 06:00:02,0.09699925701164254,0.014165845790275165
24/09/2022 07:00:02,0.11788628469734518,0.01502161228279305
24/09/2022 08:00:02,0.12394985893748824,0.019768771666802555
24/09/2022 09:00:02,0.12308257766245807,0.020896837266126872
24/09/2022 10:00:02,0.07738811337629842,0.019142784250628726
24/09/2022 11:00:02,0.08929727912549801,0.023872085093923606
24/09/2022 12:00:02,0.0913375359879605,0.02670044875793972
24/09/2022 13:00:02,0.08933006828400232,0.029999920406996818
24/09/2022 14:00:02,0.08280000242132218,0.030115261216380435
24/09/2022 15:00:02,0.0883159332025161,0.029967840212199698
24/09/2022 16:00:02,0.08547061703488922,0.03234550856410217
24/09/2022 17:00:02,0.07580909276271443,0.0316046762830751
24/09/2022 18:00:02,0.08039659253318936,0.030677756170838795
24/09/2022 19:00:02,0.07474398868424838,0.03399896932937648
24/09/2022 21:00:01,0.08235693574297043,0.030426743449855773
24/09/2022 22:00:01,0.08760054291457932,0.031026411710326968
24/09/2022 23:00:01,0.08225239374260741,0.030244967807985208
25/09/2022 00:00:01,0.1019052241300904,0.03169900102388046
25/09/2022 01:00:01,0.1296034978727146,0.035854533750226736
25/09/2022 02:00:01,0.11813301582505531,0.034563018425098506
25/09/2022 03:00:01,0.1641689430170017,0.028479810041555965
25/09/2022 04:00:01,0.18870635879645542,0.03370168207719569
25/09/2022 05:00:01,0.19261235925881548,0.030944625525009206
25/09/2022 06:00:01,0.14359169381030773,0.03284519740822471
25/09/2022 07:00:01,0.14149487732205762,0.03346617859910265
25/09/2022 08:00:01,0.13515945289631642,0.03558378515127322
25/09/2022 09:00:01,0.1349343177009143,0.03329581092725974
25/09/2022 10:00:01,0.08993546225625437,0.03356237680781487
25/09/2022 11:00:01,0.09441003827808696,0.03242626895497049
25/09/2022 12:00:01,0.06525885499091412,0.031238594469224407
25/09/2022 13:00:01,0.0581967945974879,0.027917533638303252
25/09/2022 14:00:01,0.044758775388308074,0.022841907676133647
25/09/2022 15:00:01,0.03544670736123556,0.020370795903855415
25/09/2022 16:00:01,0.03584061213668147,0.0182248944566078
25/09/2022 17:00:01,0.041554692461789354,0.018068535178894934
25/09/2022 18:00:01,0.03533473198316645,0.01809400644031307
25/09/2022 19:00:01,0.022234834690538247,0.019206042256759887
25/09/2022 20:00:01,0.018322954736868364,0.01949192835316968
25/09/2022 21:00:01,0.00010276530873918759,0.02181334772634926
25/09/2022 22:00:01,0.013091117362640717,0.019440063494012196
25/09/2022 23:00:01,0.01145369904387666,0.019797173108884063
26/09/2022 00:00:01,0.004706038103912736,0.017729012106516697
26/09/2022 01:00:01,-0.011617013789040736,0.014868393505589026
26/09/2022 02:00:01,0.004242649538171587,0.015640246643591073
26/09/2022 03:00:01,-0.00580790805526628,0.014305490499796767
26/09/2022 04:00:01,-0.018710189837698166,0.01411823355221782
26/09/2022 05:00:01,-0.026769877218581564,0.014955477935806146
26/09/2022 06:00:01,0.003523741596544422,0.01828782590942262
26/09/2022 07:00:01,0.009321720046881915,0.017041638497649825
26/09/2022 08:00:01,0.011288659604092154,0.017995149320319943
26/09/2022 09:00:01,0.010293845660875284,0.0214430500126314
26/09/2022 10:00:01,0.03375615520593672,0.023789471712481823
26/09/2022 11:00:01,0.039359411279583145,0.025327321661689047
26/09/2022 12:00:01,0.03632818454833077,0.026941255280366908
26/09/2022 13:00:01,0.02291281142647938,0.029536524707437
26/09/2022 14:00:01,0.04207697079666062,0.029239904679059712
26/09/2022 15:00:01,0.031378589538780866,0.029915238097577335
26/09/2022 16:00:01,0.0005844309754071153,0.025514064763539925
26/09/2022 17:00:01,-0.016118682286560524,0.022521511689226895
26/09/2022 18:00:01,-0.012093532415601354,0.021955328256543873
